wisteria01	0	0	1.	1.	CD	(NP(NP*	***
wisteria01	0	1	The	The	NNP	*	***
wisteria01	0	2	Singular	Singular	NNP	*	***
wisteria01	0	3	Experience	Experience	NN	*)	***
wisteria01	0	4	of	of	IN	(PP*	***
wisteria01	0	5	Mr.	Mr.	NNP	(NP*	***
wisteria01	0	6	John	John	NNP	*	***
wisteria01	0	7	Scott	Scott	NNP	*	***
wisteria01	0	8	Eccles	Eccles	NNP	*)))	***

wisteria01	1	0	I	I	PRP	(S(NP*)	***
wisteria01	1	1	find	find	VBP	(VP*	***
wisteria01	1	2	it	it	PRP	(SBAR(S(NP*)	***
wisteria01	1	3	recorded	record	VBD	(VP*	***
wisteria01	1	4	in	in	IN	(PP*	***
wisteria01	1	5	my	my	PRP$	(NP*	***
wisteria01	1	6	notebook	notebook	NN	*))	***
wisteria01	1	7	that	that	IN	(SBAR*	***
wisteria01	1	8	it	it	PRP	(S(NP*)	***
wisteria01	1	9	was	be	VBD	(VP*	***
wisteria01	1	10	a	a	DT	(NP*	***
wisteria01	1	11	bleak	bleak	JJ	(UCP*	***
wisteria01	1	12	and	and	CC	*	***
wisteria01	1	13	windy	windy	NNP	*)	***
wisteria01	1	14	day	day	NN	*)	***
wisteria01	1	15	towards	towards	IN	(PP*	***
wisteria01	1	16	the	the	DT	(NP(NP*	***
wisteria01	1	17	end	end	NN	*)	***
wisteria01	1	18	of	of	IN	(PP*	***
wisteria01	1	19	March	March	NNP	(NP(NP*)	***
wisteria01	1	20	in	in	IN	(PP*	***
wisteria01	1	21	the	the	DT	(NP*	***
wisteria01	1	22	year	year	NN	*	***
wisteria01	1	23	1892	1892	CD	*)))))))))))))	***
wisteria01	1	24	.	.	.	*)	***

wisteria01	2	0	Holmes	Holmes	NNP	(S(S(NP*)	***
wisteria01	2	1	had	have	VBD	(VP*	***
wisteria01	2	2	received	receive	VBN	(VP*	***
wisteria01	2	3	a	a	DT	(NP*	***
wisteria01	2	4	telegram	telegram	NN	*)	***
wisteria01	2	5	while	while	IN	(SBAR*	***
wisteria01	2	6	we	we	PRP	(S(NP*)	***
wisteria01	2	7	sat	sit	VBD	(VP*	***
wisteria01	2	8	at	at	IN	(PP*	***
wisteria01	2	9	our	our	PRP$	(NP*	***
wisteria01	2	10	lunch	lunch	NN	*))))))))	***
wisteria01	2	11	,	,	,	*	***
wisteria01	2	12	and	and	CC	*	***
wisteria01	2	13	he	he	PRP	(S(NP*)	***
wisteria01	2	14	had	have	VBD	(VP*	***
wisteria01	2	15	scribbled	scribble	VBD	(VP*	***
wisteria01	2	16	a	a	DT	(NP*	***
wisteria01	2	17	reply	reply	NN	*))))	***
wisteria01	2	18	.	.	.	*)	***

wisteria01	3	0	He	He	PRP	(S(S(NP*)	***
wisteria01	3	1	made	make	VBD	(VP*	***
wisteria01	3	2	no	no	DT	(NP*	***
wisteria01	3	3	remark	remark	NN	*)))	***
wisteria01	3	4	,	,	,	*	***
wisteria01	3	5	but	but	CC	*	***
wisteria01	3	6	the	the	DT	(S(NP*	***
wisteria01	3	7	matter	matter	NN	*)	***
wisteria01	3	8	remained	remain	VBD	(VP*	***
wisteria01	3	9	in	in	IN	(PP*	***
wisteria01	3	10	his	his	PRP$	(NP*	***
wisteria01	3	11	thoughts	thought	NNS	*))	***
wisteria01	3	12	,	,	,	*	***
wisteria01	3	13	for	for	IN	(SBAR*	***
wisteria01	3	14	he	he	PRP	(S(NP*)	***
wisteria01	3	15	stood	stand	VBD	(VP*	***
wisteria01	3	16	in	in	IN	(PP*	***
wisteria01	3	17	front	front	NN	(NP(NP*)	***
wisteria01	3	18	of	of	IN	(PP*	***
wisteria01	3	19	the	the	DT	(NP(NP*	***
wisteria01	3	20	fire	fire	NN	*)	***
wisteria01	3	21	afterwards	afterwards	RB	(ADVP*)))))	***
wisteria01	3	22	with	with	IN	(PP*	***
wisteria01	3	23	a	a	DT	(NP*	***
wisteria01	3	24	thoughtful	thoughtful	JJ	*	***
wisteria01	3	25	face	face	NN	*))	***
wisteria01	3	26	,	,	,	*	***
wisteria01	3	27	smoking	smoke	VBG	(S(VP(VP*	***
wisteria01	3	28	his	his	PRP$	(NP*	***
wisteria01	3	29	pipe	pipe	NN	*))	***
wisteria01	3	30	,	,	,	*	***
wisteria01	3	31	and	and	CC	*	***
wisteria01	3	32	casting	cast	VBG	(VP*	***
wisteria01	3	33	an	an	DT	(NP*	***
wisteria01	3	34	occasional	occasional	JJ	*	***
wisteria01	3	35	glance	glance	NN	*)	***
wisteria01	3	36	at	at	IN	(PP*	***
wisteria01	3	37	the	the	DT	(NP*	***
wisteria01	3	38	message	message	NN	*))))))))))	***
wisteria01	3	39	.	.	.	*)	***

wisteria01	4	0	Suddenly	Suddenly	RB	(S(ADVP*)	***
wisteria01	4	1	he	he	PRP	(NP*)	***
wisteria01	4	2	turned	turn	VBD	(VP*	***
wisteria01	4	3	upon	upon	IN	(PP*	***
wisteria01	4	4	me	me	PRP	(NP*))	***
wisteria01	4	5	with	with	IN	(PP*	***
wisteria01	4	6	a	a	DT	(NP(NP*	***
wisteria01	4	7	mischievous	mischievous	JJ	*	***
wisteria01	4	8	twinkle	twinkle	NN	*)	***
wisteria01	4	9	in	in	IN	(PP*	***
wisteria01	4	10	his	his	PRP$	(NP*	***
wisteria01	4	11	eyes	eye	NNS	*)))))	***
wisteria01	4	12	.	.	.	*)	***

wisteria01	5	0	``	``	``	(S*	***
wisteria01	5	1	I	I	PRP	(S(NP*)	***
wisteria01	5	2	suppose	suppose	VBP	(VP*	***
wisteria01	5	3	,	,	,	(SBAR(S*	***
wisteria01	5	4	Watson	Watson	NNP	(ADVP*)	***
wisteria01	5	5	,	,	,	*	***
wisteria01	5	6	we	we	PRP	(NP*)	***
wisteria01	5	7	must	must	MD	(VP*	***
wisteria01	5	8	look	look	VB	(VP*	***
wisteria01	5	9	upon	upon	IN	(PP*	***
wisteria01	5	10	you	you	PRP	(NP*))	***
wisteria01	5	11	as	as	IN	(PP*	***
wisteria01	5	12	a	a	DT	(NP(NP*	***
wisteria01	5	13	man	man	NN	*)	***
wisteria01	5	14	of	of	IN	(PP*	***
wisteria01	5	15	letters	letter	NNS	(NP*))))))))))	***
wisteria01	5	16	,	,	,	*	***
wisteria01	5	17	''	''	''	*	***
wisteria01	5	18	said	say	VBD	(VP*)	***
wisteria01	5	19	he	he	PRP	(NP*)	***
wisteria01	5	20	.	.	.	*)	***

wisteria01	6	0	``	``	``	(SBARQ*	***
wisteria01	6	1	How	How	WRB	(WHADVP*)	***
wisteria01	6	2	do	do	VBP	(SQ*	***
wisteria01	6	3	you	you	PRP	(NP*)	***
wisteria01	6	4	define	define	VB	(VP*	***
wisteria01	6	5	the	the	DT	(S(NP*	***
wisteria01	6	6	word	word	NN	*)	***
wisteria01	6	7	`	`	``	(ADJP*	***
wisteria01	6	8	grotesque	grotesque	JJ	*	***
wisteria01	6	9	'	'	''	*))))	***
wisteria01	6	10	?	?	.	*	***
wisteria01	6	11	''	''	''	*)	***

wisteria01	7	0	``	``	``	(S(S(ADJP*	***
wisteria01	7	1	Strange	Strange	JJ	*	***
wisteria01	7	2	--	--	:	*	***
wisteria01	7	3	remarkable	remarkable	JJ	(ADJP*)))	***
wisteria01	7	4	,	,	,	*	***
wisteria01	7	5	''	''	''	*	***
wisteria01	7	6	I	I	PRP	(NP*)	***
wisteria01	7	7	suggested	suggest	VBD	(VP*)	***
wisteria01	7	8	.	.	.	*)	***

wisteria01	8	0	He	He	PRP	(S(NP*)	***
wisteria01	8	1	shook	shake	VBD	(VP*	***
wisteria01	8	2	his	his	PRP$	(NP*	***
wisteria01	8	3	head	head	NN	*)	***
wisteria01	8	4	at	at	IN	(PP*	***
wisteria01	8	5	my	my	PRP$	(NP*	***
wisteria01	8	6	definition	definition	NN	*)))	***
wisteria01	8	7	.	.	.	*)	***

wisteria01	9	0	``	``	``	(SINV*	***
wisteria01	9	1	There	There	EX	(S(NP*)	***
wisteria01	9	2	is	be	VBZ	(VP*	***
wisteria01	9	3	surely	surely	RB	(ADVP*)	***
wisteria01	9	4	something	something	NN	(NP(NP*)	***
wisteria01	9	5	more	more	JJR	(ADJP*	***
wisteria01	9	6	than	than	IN	(PP*	***
wisteria01	9	7	that	that	DT	(NP*))))))	***
wisteria01	9	8	,	,	,	*	***
wisteria01	9	9	''	''	''	*	***
wisteria01	9	10	said	say	VBD	(VP*)	***
wisteria01	9	11	he	he	PRP	(NP*)	***
wisteria01	9	12	;	;	:	*	***
wisteria01	9	13	``	``	``	*	***
wisteria01	9	14	some	some	DT	(NP(NP*	***
wisteria01	9	15	underlying	underlying	JJ	*	***
wisteria01	9	16	suggestion	suggestion	NN	*)	***
wisteria01	9	17	of	of	IN	(PP*	***
wisteria01	9	18	the	the	DT	(NP(NP*	***
wisteria01	9	19	tragic	tragic	JJ	*)	***
wisteria01	9	20	and	and	CC	*	***
wisteria01	9	21	the	the	DT	(NP*	***
wisteria01	9	22	terrible	terrible	JJ	*))))	***
wisteria01	9	23	.	.	.	*)	***

wisteria01	10	0	If	If	IN	(S(SBAR*	***
wisteria01	10	1	you	you	PRP	(S(NP*)	***
wisteria01	10	2	cast	cast	VB	(VP*	***
wisteria01	10	3	your	your	PRP$	(NP*	***
wisteria01	10	4	mind	mind	NN	*)	***
wisteria01	10	5	back	back	RB	(ADVP*	***
wisteria01	10	6	to	to	TO	(PP*	***
wisteria01	10	7	some	some	DT	(NP(NP*)	***
wisteria01	10	8	of	of	IN	(PP*	***
wisteria01	10	9	those	those	DT	(NP*	***
wisteria01	10	10	narratives	narrative	NNS	*))	***
wisteria01	10	11	with	with	IN	(SBAR(WHPP*	***
wisteria01	10	12	which	which	WDT	(WHNP*))	***
wisteria01	10	13	you	you	PRP	(S(NP*)	***
wisteria01	10	14	have	have	VBP	(VP*	***
wisteria01	10	15	afflicted	afflict	VBN	(VP*	***
wisteria01	10	16	a	a	DT	(NP*	***
wisteria01	10	17	long-suffering	long-suffering	JJ	*	***
wisteria01	10	18	public	public	NN	*)))))))))))	***
wisteria01	10	19	,	,	,	*	***
wisteria01	10	20	you	you	PRP	(NP*)	***
wisteria01	10	21	will	will	MD	(VP*	***
wisteria01	10	22	recognize	recognize	VB	(VP*	***
wisteria01	10	23	how	how	WRB	(SBAR(WHADVP*	***
wisteria01	10	24	often	often	RB	*)	***
wisteria01	10	25	the	the	DT	(S(NP*	***
wisteria01	10	26	grotesque	grotesque	JJ	*)	***
wisteria01	10	27	has	have	VBZ	(VP*	***
wisteria01	10	28	deepened	deepen	VBD	(VP*	***
wisteria01	10	29	into	into	IN	(PP*	***
wisteria01	10	30	the	the	DT	(NP*	***
wisteria01	10	31	criminal	criminal	JJ	*))))))))	***
wisteria01	10	32	.	.	.	*)	***

wisteria01	11	0	Think	Think	VB	(S(VP*	***
wisteria01	11	1	of	of	IN	(PP*	***
wisteria01	11	2	that	that	DT	(NP(NP*	***
wisteria01	11	3	little	little	JJ	*	***
wisteria01	11	4	affair	affair	NN	*)	***
wisteria01	11	5	of	of	IN	(PP*	***
wisteria01	11	6	the	the	DT	(NP*	***
wisteria01	11	7	red-headed	red-headed	JJ	*	***
wisteria01	11	8	men	man	NNS	*)))))	***
wisteria01	11	9	.	.	.	*)	***

wisteria01	12	0	That	That	DT	(S(S(NP*)	***
wisteria01	12	1	was	be	VBD	(VP*	***
wisteria01	12	2	grotesque	grotesque	JJ	(ADJP(ADJP*	***
wisteria01	12	3	enough	enough	JJ	*)	***
wisteria01	12	4	in	in	IN	(PP*	***
wisteria01	12	5	the	the	DT	(NP*	***
wisteria01	12	6	outset	outset	NN	*)))))	***
wisteria01	12	7	,	,	,	*	***
wisteria01	12	8	and	and	CC	*	***
wisteria01	12	9	yet	yet	RB	(S(ADVP*)	***
wisteria01	12	10	it	it	PRP	(NP*)	***
wisteria01	12	11	ended	end	VBD	(VP*	***
wisteria01	12	12	in	in	IN	(PP*	***
wisteria01	12	13	a	a	DT	(NP*	***
wisteria01	12	14	desperate	desperate	JJ	*	***
