baskervilles04	0	0	Chapter	Chapter	NN	(NP*	***
baskervilles04	0	1	4.	4.	NN	*	***
baskervilles04	0	2	Sir	Sir	NNP	*	***
baskervilles04	0	3	Henry	Henry	NNP	*	***
baskervilles04	0	4	Baskerville	Baskerville	NNP	*)	***

baskervilles04	1	0	Our	Our	PRP$	(S(S(NP*	***
baskervilles04	1	1	breakfast	breakfast	NN	*	***
baskervilles04	1	2	table	table	NN	*)	***
baskervilles04	1	3	was	be	VBD	(VP*	***
baskervilles04	1	4	cleared	clear	VBN	(VP*	***
baskervilles04	1	5	early	early	RB	(ADVP*))))	***
baskervilles04	1	6	,	,	,	*	***
baskervilles04	1	7	and	and	CC	*	***
baskervilles04	1	8	Holmes	Holmes	NNP	(S(NP*)	***
baskervilles04	1	9	waited	wait	VBD	(VP*	***
baskervilles04	1	10	in	in	IN	(PP*	***
baskervilles04	1	11	his	his	PRP$	(NP*	***
baskervilles04	1	12	dressing-gown	dressing-gown	NN	*))	***
baskervilles04	1	13	for	for	IN	(PP*	***
baskervilles04	1	14	the	the	DT	(NP*	***
baskervilles04	1	15	promised	promise	JJ	*	***
baskervilles04	1	16	interview	interview	NN	*))))	***
baskervilles04	1	17	.	.	.	*)	***

baskervilles04	2	0	Our	Our	PRP$	(S(NP*	***
baskervilles04	2	1	clients	client	NNS	*)	***
baskervilles04	2	2	were	be	VBD	(VP*	***
baskervilles04	2	3	punctual	punctual	JJ	(ADJP*	***
baskervilles04	2	4	to	to	TO	(PP*	***
baskervilles04	2	5	their	their	PRP$	(NP*	***
baskervilles04	2	6	appointment	appointment	NN	*)))	***
baskervilles04	2	7	,	,	,	*	***
baskervilles04	2	8	for	for	IN	(SBAR*	***
baskervilles04	2	9	the	the	DT	(S(NP*	***
baskervilles04	2	10	clock	clock	NN	*)	***
baskervilles04	2	11	had	have	VBD	(VP*	***
baskervilles04	2	12	just	just	RB	(ADVP*)	***
baskervilles04	2	13	struck	strike	VBN	(VP*	***
baskervilles04	2	14	ten	ten	CD	(NP*)	***
baskervilles04	2	15	when	when	WRB	(SBAR(WHADVP*)	***
baskervilles04	2	16	Dr.	Dr.	NNP	(S(NP*	***
baskervilles04	2	17	Mortimer	Mortimer	NNP	*)	***
baskervilles04	2	18	was	be	VBD	(VP*	***
baskervilles04	2	19	shown	show	VBN	(VP*	***
baskervilles04	2	20	up	up	RP	(PRT*)))))	***
baskervilles04	2	21	,	,	,	*	***
baskervilles04	2	22	followed	follow	VBN	(PP*	***
baskervilles04	2	23	by	by	IN	(PP*	***
baskervilles04	2	24	the	the	DT	(NP*	***
baskervilles04	2	25	young	young	JJ	*	***
baskervilles04	2	26	baronet	baronet	NN	*))))))))	***
baskervilles04	2	27	.	.	.	*)	***

baskervilles04	3	0	The	The	DT	(S(NP*	***
baskervilles04	3	1	latter	latter	JJ	*)	***
baskervilles04	3	2	was	be	VBD	(VP*	***
baskervilles04	3	3	a	a	DT	(NP(NP*	***
baskervilles04	3	4	small	small	JJ	*	***
baskervilles04	3	5	,	,	,	*	***
baskervilles04	3	6	alert	alert	JJ	*	***
baskervilles04	3	7	,	,	,	*	***
baskervilles04	3	8	dark-eyed	dark-eyed	JJ	*	***
baskervilles04	3	9	man	man	NN	*)	***
baskervilles04	3	10	about	about	IN	(PP*	***
baskervilles04	3	11	thirty	thirty	CD	(NP(NP*	***
baskervilles04	3	12	years	year	NNS	*)	***
baskervilles04	3	13	of	of	IN	(PP*	***
baskervilles04	3	14	age	age	NN	(NP*))	***
baskervilles04	3	15	,	,	,	*	***
baskervilles04	3	16	very	very	RB	(VP(ADVP*	***
baskervilles04	3	17	sturdily	sturdily	RB	*)	***
baskervilles04	3	18	built	build	VBN	*)	***
baskervilles04	3	19	,	,	,	*)))	***
baskervilles04	3	20	with	with	IN	(PP*	***
baskervilles04	3	21	thick	thick	JJ	(NP(NP*	***
baskervilles04	3	22	black	black	JJ	*	***
baskervilles04	3	23	eyebrows	eyebrow	NNS	*)	***
baskervilles04	3	24	and	and	CC	*	***
baskervilles04	3	25	a	a	DT	(NP*	***
baskervilles04	3	26	strong	strong	JJ	*	***
baskervilles04	3	27	,	,	,	*	***
baskervilles04	3	28	pugnacious	pugnacious	JJ	*	***
baskervilles04	3	29	face	face	NN	*))))	***
baskervilles04	3	30	.	.	.	*)	***

baskervilles04	4	0	He	He	PRP	(S(NP*)	***
baskervilles04	4	1	wore	wear	VBD	(VP(VP*	***
baskervilles04	4	2	a	a	DT	(NP*	***
baskervilles04	4	3	ruddy-tinted	ruddy-tinted	JJ	*	***
baskervilles04	4	4	tweed	tweed	NN	*	***
baskervilles04	4	5	suit	suit	NN	*))	***
baskervilles04	4	6	and	and	CC	*	***
baskervilles04	4	7	had	have	VBD	(VP*	***
baskervilles04	4	8	the	the	DT	(NP(NP*	***
baskervilles04	4	9	weather-beaten	weather-beaten	JJ	*	***
baskervilles04	4	10	appearance	appearance	NN	*)	***
baskervilles04	4	11	of	of	IN	(PP*	***
baskervilles04	4	12	one	one	CD	(NP*))	***
baskervilles04	4	13	who	who	WP	(SBAR(WHNP*)	***
baskervilles04	4	14	has	have	VBZ	(S(VP(VP*	***
baskervilles04	4	15	spent	spend	VBN	(VP*	***
baskervilles04	4	16	most	most	JJS	(NP(NP*)	***
baskervilles04	4	17	of	of	IN	(PP*	***
baskervilles04	4	18	his	his	PRP$	(NP*	***
baskervilles04	4	19	time	time	NN	*)))	***
baskervilles04	4	20	in	in	IN	(PP*	***
baskervilles04	4	21	the	the	DT	(NP*	***
baskervilles04	4	22	open	open	JJ	*	***
baskervilles04	4	23	air	air	NN	*))))	***
baskervilles04	4	24	,	,	,	*	***
baskervilles04	4	25	and	and	CC	*	***
baskervilles04	4	26	yet	yet	RB	(ADVP*)	***
baskervilles04	4	27	there	there	RB	(VP(ADVP*)	***
baskervilles04	4	28	was	be	VBD	*	***
baskervilles04	4	29	something	something	NN	(NP(NP*)	***
baskervilles04	4	30	in	in	IN	(PP*	***
baskervilles04	4	31	his	his	PRP$	(NP(NP*	***
baskervilles04	4	32	steady	steady	JJ	*	***
baskervilles04	4	33	eye	eye	NN	*)	***
baskervilles04	4	34	and	and	CC	*	***
baskervilles04	4	35	the	the	DT	(NP(NP*	***
baskervilles04	4	36	quiet	quiet	JJ	*	***
baskervilles04	4	37	assurance	assurance	NN	*)	***
baskervilles04	4	38	of	of	IN	(PP*	***
baskervilles04	4	39	his	his	PRP$	(NP(NP*	***
baskervilles04	4	40	bearing	bearing	NN	*)	***
baskervilles04	4	41	which	which	WDT	(SBAR(WHNP*)	***
baskervilles04	4	42	indicated	indicate	VBD	(S(VP*	***
baskervilles04	4	43	the	the	DT	(NP*	***
baskervilles04	4	44	gentleman	gentleman	NN	*)))))))))))))))))	***
baskervilles04	4	45	.	.	.	*)	***

baskervilles04	5	0	``	``	``	(SINV*	***
baskervilles04	5	1	This	This	DT	(S(NP*)	***
baskervilles04	5	2	is	be	VBZ	(VP*	***
baskervilles04	5	3	Sir	Sir	NNP	(NP*	***
baskervilles04	5	4	Henry	Henry	NNP	*	***
