
baskervilles11	0	0	Chapter	Chapter	NN	(NP(NP*	***
baskervilles11	0	1	11.	11.	NN	*	***
baskervilles11	0	2	The	The	NNP	*	***
baskervilles11	0	3	Man	Man	NNP	*)	***
baskervilles11	0	4	on	on	IN	(PP*	***
baskervilles11	0	5	the	the	DT	(NP*	***
baskervilles11	0	6	Tor	Tor	NNP	*)))	***

baskervilles11	1	0	The	The	DT	(S*	***
baskervilles11	1	1	extract	extract	VB	(VP*	***
baskervilles11	1	2	from	from	IN	(PP*	***
baskervilles11	1	3	my	my	PRP$	(NP(NP*	***
baskervilles11	1	4	private	private	JJ	*	***
baskervilles11	1	5	diary	diary	NN	*)	***
baskervilles11	1	6	which	which	WDT	(SBAR(WHNP*)	***
baskervilles11	1	7	forms	form	VBZ	(S(VP*	***
baskervilles11	1	8	the	the	DT	(SBAR(S(NP*	***
baskervilles11	1	9	last	last	JJ	*	***
baskervilles11	1	10	chapter	chapter	NN	*)	***
baskervilles11	1	11	has	have	VBZ	(VP*	***
baskervilles11	1	12	brought	bring	VBN	(VP*	***
baskervilles11	1	13	my	my	PRP$	(NP*	***
baskervilles11	1	14	narrative	narrative	NN	*)	***
baskervilles11	1	15	up	up	RB	(ADVP*)	***
baskervilles11	1	16	to	to	TO	(PP*	***
baskervilles11	1	17	the	the	DT	(NP(NP*	***
baskervilles11	1	18	eighteenth	eighteenth	NN	*)	***
baskervilles11	1	19	of	of	IN	(PP*	***
baskervilles11	1	20	October	October	NNP	(NP*))))	***
baskervilles11	1	21	,	,	,	*	***
baskervilles11	1	22	a	a	DT	(NP(NP*	***
baskervilles11	1	23	time	time	NN	*)	***
baskervilles11	1	24	when	when	WRB	(SBAR(WHADVP*)	***
baskervilles11	1	25	these	these	DT	(S(NP*	***
baskervilles11	1	26	strange	strange	JJ	*	***
baskervilles11	1	27	events	event	NNS	*)	***
baskervilles11	1	28	began	begin	VBD	(VP*	***
baskervilles11	1	29	to	to	TO	(S(VP*	***
baskervilles11	1	30	move	move	VB	(VP*	***
baskervilles11	1	31	swiftly	swiftly	RB	(ADVP*)	***
baskervilles11	1	32	towards	towards	IN	(PP*	***
baskervilles11	1	33	their	their	PRP$	(NP*	***
baskervilles11	1	34	terrible	terrible	JJ	*	***
baskervilles11	1	35	conclusion	conclusion	NN	*)))))))))))))))))))	***
baskervilles11	1	36	.	.	.	*)	***

baskervilles11	2	0	The	The	DT	(S(S(NP(NP*	***
baskervilles11	2	1	incidents	incident	NNS	*)	***
baskervilles11	2	2	of	of	IN	(PP*	***
baskervilles11	2	3	the	the	DT	(NP*	***
baskervilles11	2	4	next	next	JJ	*	***
baskervilles11	2	5	few	few	JJ	*	***
baskervilles11	2	6	days	day	NNS	*)))	***
baskervilles11	2	7	are	be	VBP	(VP*	***
baskervilles11	2	8	indelibly	indelibly	RB	(ADJP*	***
baskervilles11	2	9	graven	grave	JJ	*	***
baskervilles11	2	10	upon	upon	IN	(PP*	***
baskervilles11	2	11	my	my	PRP$	(NP*	***
baskervilles11	2	12	recollection	recollection	NN	*)))))	***
baskervilles11	2	13	,	,	,	*	***
baskervilles11	2	14	and	and	CC	*	***
baskervilles11	2	15	I	I	PRP	(S(NP*)	***
baskervilles11	2	16	can	can	MD	(VP*	***
baskervilles11	2	17	tell	tell	VB	(VP*	***
baskervilles11	2	18	them	them	PRP	(NP*)	***
baskervilles11	2	19	without	without	IN	(PP*	***
baskervilles11	2	20	reference	reference	NN	(NP(NP*)	***
baskervilles11	2	21	to	to	TO	(PP*	***
baskervilles11	2	22	the	the	DT	(NP(NP*	***
baskervilles11	2	23	notes	note	NNS	*)	***
baskervilles11	2	24	made	make	VBN	(VP*	***
baskervilles11	2	25	at	at	IN	(PP*	***
baskervilles11	2	26	the	the	DT	(NP*	***
baskervilles11	2	27	time	time	NN	*))))))))))	***
baskervilles11	2	28	.	.	.	*)	***

baskervilles11	3	0	I	I	PRP	(S(NP*)	***
baskervilles11	3	1	start	start	VBP	(VP*	***
baskervilles11	3	2	them	them	PRP	(NP*)	***
baskervilles11	3	3	from	from	IN	(PP*	***
baskervilles11	3	4	the	the	DT	(NP(NP*	***
baskervilles11	3	5	day	day	NN	*)	***
baskervilles11	3	6	which	which	WDT	(SBAR(WHNP*)	***
baskervilles11	3	7	succeeded	succeed	VBD	(S(VP(VP*	***
baskervilles11	3	8	that	that	IN	(SBAR*	***
baskervilles11	3	9	upon	upon	IN	(S(SBAR(WHPP*	***
baskervilles11	3	10	which	which	WDT	(WHNP*))	***
baskervilles11	3	11	I	I	PRP	(S(NP*)	***
baskervilles11	3	12	had	have	VBD	(VP*	***
baskervilles11	3	13	established	establish	VBN	(VP*	***
baskervilles11	3	14	two	two	CD	(NP(NP*	***
baskervilles11	3	15	facts	fact	NNS	*)	***
baskervilles11	3	16	of	of	IN	(PP*	***
baskervilles11	3	17	great	great	JJ	(NP*	***
baskervilles11	3	18	importance	importance	NN	*)))))))	***
baskervilles11	3	19	,	,	,	*	***
baskervilles11	3	20	the	the	DT	(NP(NP*	***
baskervilles11	3	21	one	one	CD	*)	***
baskervilles11	3	22	that	that	IN	(PP*	***
baskervilles11	3	23	Mrs.	Mrs.	NNP	(NP(NP*	***
baskervilles11	3	24	Laura	Laura	NNP	*	***
baskervilles11	3	25	Lyons	Lyons	NNP	*)	***
baskervilles11	3	26	of	of	IN	(PP*	***
baskervilles11	3	27	Coombe	Coombe	NNP	(NP*	***
baskervilles11	3	28	Tracey	Tracey	NNP	*)))))	***
baskervilles11	3	29	had	have	VBD	(VP*	***
baskervilles11	3	30	written	write	VBN	(VP*	***
baskervilles11	3	31	to	to	TO	(PP*	***
baskervilles11	3	32	Sir	Sir	NNP	(NP*	***
baskervilles11	3	33	Charles	Charles	NNP	*	***
baskervilles11	3	34	Baskerville	Baskerville	NNP	*)))))))	***
baskervilles11	3	35	and	and	CC	*	***
baskervilles11	3	36	made	make	VBD	(VP*	***
baskervilles11	3	37	an	an	DT	(NP*	***
baskervilles11	3	38	appointment	appointment	NN	*)	***
baskervilles11	3	39	with	with	IN	(PP*	***
baskervilles11	3	40	him	him	PRP	(NP*))	***
baskervilles11	3	41	at	at	IN	(PP*	***
baskervilles11	3	42	the	the	DT	(NP(NP*	***
baskervilles11	3	43	very	very	JJ	*	***
baskervilles11	3	44	place	place	NN	*	***
baskervilles11	3	45	and	and	CC	*	***
baskervilles11	3	46	hour	hour	NN	*)	***
baskervilles11	3	47	that	that	IN	(SBAR*	***
baskervilles11	3	48	he	he	PRP	(S(NP*)	***
baskervilles11	3	49	met	meet	VBD	(VP*	***
baskervilles11	3	50	his	his	PRP$	(NP(NP*	***
baskervilles11	3	51	death	death	NN	*)	***
baskervilles11	3	52	,	,	,	*	***
baskervilles11	3	53	the	the	DT	(NP(NP*	***
baskervilles11	3	54	other	other	JJ	*)	***
baskervilles11	3	55	that	that	IN	(SBAR*	***
baskervilles11	3	56	the	the	DT	(S(NP(NP*	***
baskervilles11	3	57	lurking	lurk	VBG	*	***
baskervilles11	3	58	man	man	NN	*)	***
baskervilles11	3	59	upon	upon	IN	(PP*	***
baskervilles11	3	60	the	the	DT	(NP*	***
baskervilles11	3	61	moor	moor	NN	*)))	***
baskervilles11	3	62	was	be	VBD	(VP*	***
baskervilles11	3	63	to	to	TO	(S(VP*	***
baskervilles11	3	64	be	be	VB	(VP*	***
baskervilles11	3	65	found	find	VBN	(VP*	***
baskervilles11	3	66	among	among	IN	(PP*	***
baskervilles11	3	67	the	the	DT	(NP*	***
baskervilles11	3	68	stone	stone	NN	*	***
baskervilles11	3	69	huts	hut	NNS	*))	***
baskervilles11	3	70	upon	upon	IN	(PP*	***
baskervilles11	3	71	the	the	DT	(NP*	***
baskervilles11	3	72	hillside	hillside	NN	*)))))))))))))))))))))))	***
baskervilles11	3	73	.	.	.	*)	***

baskervilles11	4	0	With	With	IN	(S(PP*	***
baskervilles11	4	1	these	these	DT	(NP*	***
baskervilles11	4	2	two	two	CD	*	***
baskervilles11	4	3	facts	fact	NNS	*))	***
baskervilles11	4	4	in	in	IN	(PP*	***
baskervilles11	4	5	my	my	PRP$	(NP*	***
baskervilles11	4	6	possession	possession	NN	*))	***
baskervilles11	4	7	I	I	PRP	(NP*)	***
baskervilles11	4	8	felt	feel	VBD	(VP*	***
baskervilles11	4	9	that	that	IN	(SBAR*	***
baskervilles11	4	10	either	either	DT	(S(NP*	***
baskervilles11	4	11	my	my	PRP$	*	***
baskervilles11	4	12	intelligence	intelligence	NN	*	***
baskervilles11	4	13	or	or	CC	*	***
baskervilles11	4	14	my	my	PRP$	*	***
baskervilles11	4	15	courage	courage	NN	*)	***
baskervilles11	4	16	must	must	MD	(VP*	***
baskervilles11	4	17	be	be	VB	(VP*	***
baskervilles11	4	18	deficient	deficient	JJ	(ADJP*)	***
baskervilles11	4	19	if	if	IN	(SBAR*	***
baskervilles11	4	20	I	I	PRP	(S(NP*)	***
baskervilles11	4	21	could	could	MD	(VP*	***
baskervilles11	4	22	not	not	RB	*	***
baskervilles11	4	23	throw	throw	VB	(VP*	***
baskervilles11	4	24	some	some	DT	(NP*	***
baskervilles11	4	25	further	further	JJ	*	***
baskervilles11	4	26	light	light	NN	*)	***
baskervilles11	4	27	upon	upon	IN	(PP*	***
baskervilles11	4	28	these	these	DT	(NP*	***
baskervilles11	4	29	dark	dark	JJ	*	***
baskervilles11	4	30	places	place	NNS	*)))))))))))	***
baskervilles11	4	31	.	.	.	*)	***

baskervilles11	5	0	I	I	PRP	(S(NP*)	***
baskervilles11	5	1	had	have	VBD	(VP*	***
baskervilles11	5	2	no	no	DT	(NP*	***
baskervilles11	5	3	opportunity	opportunity	NN	*	***
baskervilles11	5	4	to	to	TO	(S(VP*	***
baskervilles11	5	5	tell	tell	VB	(VP*	***
baskervilles11	5	6	the	the	DT	(NP*	***
baskervilles11	5	7	baronet	baronet	NN	*)	***
baskervilles11	5	8	what	what	WP	(SBAR(WHNP*)	***
baskervilles11	5	9	I	I	PRP	(S(NP*)	***
baskervilles11	5	10	had	have	VBD	(VP*	***
baskervilles11	5	11	learned	learn	VBN	(VP*	***
baskervilles11	5	12	about	about	RP	(PRT*)	***
baskervilles11	5	13	Mrs.	Mrs.	NNP	(NP*	***
baskervilles11	5	14	Lyons	Lyons	NNP	*)	***
baskervilles11	5	15	upon	upon	IN	(PP*	***
baskervilles11	5	16	the	the	DT	(NP*	***
baskervilles11	5	17	evening	evening	NN	*))	***
baskervilles11	5	18	before	before	RB	(ADVP*)	***
baskervilles11	5	19	,	,	,	*	***
baskervilles11	5	20	for	for	IN	(SBAR*	***
